"Method Name",MLOC
javax.swing.text.DefaultHighlighter#getHighlights(),9
javax.swing.text.DefaultHighlighter#paintLayeredHighlights(java.awt.Graphics int int java.awt.Shape javax.swing.text.JTextComponent javax.swing.text.View),17
javax.swing.text.DefaultHighlighter#safeDamageRange(javax.swing.text.Position javax.swing.text.Position),3
javax.swing.text.DefaultHighlighter#safeDamageRange(int int),4
javax.swing.text.DefaultHighlighter#setDrawsLayeredHighlights(boolean),3
javax.swing.text.DefaultHighlighter#getDrawsLayeredHighlights(),3
javax.swing.text.DefaultStyledDocument#getDefaultRootElement(),3
javax.swing.text.DefaultStyledDocument#create(unknown.ElementSpec[]),40
javax.swing.text.DefaultStyledDocument#insert(int unknown.ElementSpec[]),42
javax.swing.text.DefaultStyledDocument#addStyle(java.lang.String javax.swing.text.Style),4
javax.swing.text.DefaultStyledDocument#removeStyle(java.lang.String),4
javax.swing.text.DefaultStyledDocument#getStyle(java.lang.String),4
javax.swing.text.DefaultStyledDocument#getStyleNames(),3
javax.swing.text.DefaultStyledDocument#setLogicalStyle(int javax.swing.text.Style),20
javax.swing.text.DefaultStyledDocument#getLogicalStyle(int),12
javax.swing.text.DefaultStyledDocument#setCharacterAttributes(int int javax.swing.text.AttributeSet boolean),38
javax.swing.text.DefaultStyledDocument#setParagraphAttributes(int int javax.swing.text.AttributeSet boolean),39
javax.swing.text.DefaultStyledDocument#getParagraphElement(int),10
javax.swing.text.DefaultStyledDocument#getCharacterElement(int),8
javax.swing.text.DefaultStyledDocument#insertUpdate(unknown.DefaultDocumentEvent javax.swing.text.AttributeSet),172
javax.swing.text.DefaultStyledDocument#createSpecsForInsertAfterNewline(javax.swing.text.Element javax.swing.text.Element javax.swing.text.AttributeSet java.util.Vector int int),66
javax.swing.text.DefaultStyledDocument#removeUpdate(unknown.DefaultDocumentEvent),4
javax.swing.text.DefaultStyledDocument#createDefaultRoot(),19
javax.swing.text.DefaultStyledDocument#getForeground(javax.swing.text.AttributeSet),4
javax.swing.text.DefaultStyledDocument#getBackground(javax.swing.text.AttributeSet),4
javax.swing.text.DefaultStyledDocument#getFont(javax.swing.text.AttributeSet),4
javax.swing.text.DefaultStyledDocument#styleChanged(javax.swing.text.Style),18
javax.swing.text.DefaultStyledDocument#addDocumentListener(javax.swing.event.DocumentListener),23
javax.swing.text.DefaultStyledDocument#removeDocumentListener(javax.swing.event.DocumentListener),17
javax.swing.text.DefaultStyledDocument#createStyleChangeListener(),3
javax.swing.text.DefaultStyledDocument#createStyleContextChangeListener(),3
javax.swing.text.DefaultStyledDocument#updateStylesListeningTo(),37
javax.swing.text.DefaultStyledDocument#readObject(java.io.ObjectInputStream),15
javax.swing.text.Document#getLength(),1
javax.swing.text.Document#addDocumentListener(javax.swing.event.DocumentListener),1
javax.swing.text.Document#removeDocumentListener(javax.swing.event.DocumentListener),1
javax.swing.text.Document#addUndoableEditListener(javax.swing.event.UndoableEditListener),1
javax.swing.text.Document#removeUndoableEditListener(javax.swing.event.UndoableEditListener),1
javax.swing.text.Document#getProperty(java.lang.Object),1
javax.swing.text.Document#putProperty(java.lang.Object java.lang.Object),1
javax.swing.text.Document#remove(int int),1
javax.swing.text.Document#insertString(int java.lang.String javax.swing.text.AttributeSet),1
javax.swing.text.Document#getText(int int),1
javax.swing.text.Document#getText(int int javax.swing.text.Segment),1
javax.swing.text.Document#getStartPosition(),1
javax.swing.text.Document#getEndPosition(),1
javax.swing.text.Document#createPosition(int),1
javax.swing.text.Document#getRootElements(),1
javax.swing.text.Document#getDefaultRootElement(),1
javax.swing.text.Document#render(java.lang.Runnable),1
javax.swing.text.DocumentFilter#remove(unknown.FilterBypass int int),4
javax.swing.text.DocumentFilter#insertString(unknown.FilterBypass int java.lang.String javax.swing.text.AttributeSet),4
javax.swing.text.DocumentFilter#replace(unknown.FilterBypass int int java.lang.String javax.swing.text.AttributeSet),4
javax.swing.text.EditorKit#clone(),9
javax.swing.text.EditorKit#install(javax.swing.JEditorPane),2
javax.swing.text.EditorKit#deinstall(javax.swing.JEditorPane),2
javax.swing.text.EditorKit#getContentType(),1
javax.swing.text.EditorKit#getViewFactory(),1
javax.swing.text.EditorKit#getActions(),1
javax.swing.text.EditorKit#createCaret(),1
javax.swing.text.EditorKit#createDefaultDocument(),1
javax.swing.text.EditorKit#read(java.io.InputStream javax.swing.text.Document int),2
javax.swing.text.EditorKit#write(java.io.OutputStream javax.swing.text.Document int int),2
javax.swing.text.EditorKit#read(java.io.Reader javax.swing.text.Document int),2
javax.swing.text.EditorKit#write(java.io.Writer javax.swing.text.Document int int),2
javax.swing.text.Element#getDocument(),1
javax.swing.text.Element#getParentElement(),1
javax.swing.text.Element#getName(),1
javax.swing.text.Element#getAttributes(),1
javax.swing.text.Element#getStartOffset(),1
javax.swing.text.Element#getEndOffset(),1
javax.swing.text.Element#getElementIndex(int),1
javax.swing.text.Element#getElementCount(),1
javax.swing.text.Element#getElement(int),1
javax.swing.text.Element#isLeaf(),1
javax.swing.text.ElementIterator#clone(),17
javax.swing.text.ElementIterator#first(),12
javax.swing.text.ElementIterator#depth(),6
javax.swing.text.ElementIterator#current(),21
javax.swing.text.ElementIterator#next(),50
javax.swing.text.ElementIterator#previous(),42
javax.swing.text.ElementIterator#getDeepestLeaf(javax.swing.text.Element),10
javax.swing.text.ElementIterator#dumpTree(),25
javax.swing.text.FieldView#getFontMetrics(),4
javax.swing.text.FieldView#adjustAllocation(java.awt.Shape),66
javax.swing.text.FieldView#updateVisibilityModel(),18
javax.swing.text.FieldView#paint(java.awt.Graphics java.awt.Shape),5
javax.swing.text.FieldView#adjustPaintRegion(java.awt.Shape),3
javax.swing.text.FieldView#getPreferredSpan(int),30
javax.swing.text.FieldView#getResizeWeight(int),6
javax.swing.text.FieldView#modelToView(int java.awt.Shape Position.Bias),3
javax.swing.text.FieldView#viewToModel(float float java.awt.Shape Position.Bias[]),3
javax.swing.text.FieldView#insertUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),4
javax.swing.text.FieldView#removeUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),4
javax.swing.text.FlowView#getFlowAxis(),6
javax.swing.text.FlowView#getFlowSpan(int),3
javax.swing.text.FlowView#getFlowStart(int),3
javax.swing.text.FlowView#createRow(),1
javax.swing.text.FlowView#loadChildren(javax.swing.text.ViewFactory),10
javax.swing.text.FlowView#getViewIndexAtPosition(int),12
javax.swing.text.FlowView#layout(int int),39
javax.swing.text.FlowView#calculateMinorAxisRequirements(int javax.swing.SizeRequirements),13
javax.swing.text.FlowView#insertUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),4
javax.swing.text.FlowView#removeUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),4
javax.swing.text.FlowView#changedUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),4
javax.swing.text.FlowView#setParent(javax.swing.text.View),7
javax.swing.text.GapContent#allocateArray(int),3
javax.swing.text.GapContent#getArrayLength(),4
javax.swing.text.GapContent#length(),4
javax.swing.text.GapContent#insertString(int java.lang.String),8
javax.swing.text.GapContent#remove(int int),10
javax.swing.text.GapContent#getString(int int),5
javax.swing.text.GapContent#getChars(int int javax.swing.text.Segment),37
javax.swing.text.GapContent#createPosition(int),27
javax.swing.text.GapContent#shiftEnd(int),14
javax.swing.text.GapContent#getNewArraySize(int),7
javax.swing.text.GapContent#shiftGap(int),36
javax.swing.text.GapContent#resetMarksAtZero(),15
javax.swing.text.GapContent#shiftGapStartDown(int),20
javax.swing.text.GapContent#shiftGapEndUp(int),16
javax.swing.text.GapContent#compare(unknown.MarkData unknown.MarkData),9
javax.swing.text.GapContent#findMarkAdjustIndex(int),15
javax.swing.text.GapContent#findSortIndex(unknown.MarkData),33
javax.swing.text.GapContent#removeUnusedMarks(),12
javax.swing.text.GapContent#readObject(java.io.ObjectInputStream),7
javax.swing.text.GapContent#getPositionsInRange(java.util.Vector int int),36
javax.swing.text.GapContent#updateUndoPositions(java.util.Vector int int),63
javax.swing.text.GapVector#allocateArray(int),1
javax.swing.text.GapVector#getArrayLength(),1
javax.swing.text.GapVector#getArray(),3
javax.swing.text.GapVector#getGapStart(),3
javax.swing.text.GapVector#getGapEnd(),3
javax.swing.text.GapVector#replace(int int java.lang.Object int),17
javax.swing.text.GapVector#close(int int),26
javax.swing.text.GapVector#open(int int),19
javax.swing.text.GapVector#resize(int),5
javax.swing.text.GapVector#shiftEnd(int),14
javax.swing.text.GapVector#getNewArraySize(int),3
javax.swing.text.GapVector#shiftGap(int),20
javax.swing.text.GapVector#shiftGapStartDown(int),3
javax.swing.text.GapVector#shiftGapEndUp(int),3
javax.swing.text.GlyphPainter1#getSpan(javax.swing.text.GlyphView int int javax.swing.text.TabExpander float),10
javax.swing.text.GlyphPainter1#getHeight(javax.swing.text.GlyphView),4
javax.swing.text.GlyphPainter1#getAscent(javax.swing.text.GlyphView),4
javax.swing.text.GlyphPainter1#getDescent(javax.swing.text.GlyphView),4
javax.swing.text.GlyphPainter1#paint(javax.swing.text.GlyphView java.awt.Graphics java.awt.Shape int int),29
javax.swing.text.GlyphPainter1#modelToView(javax.swing.text.GlyphView int Position.Bias java.awt.Shape),27
javax.swing.text.GlyphPainter1#viewToModel(javax.swing.text.GlyphView float float java.awt.Shape Position.Bias[]),23
javax.swing.text.GlyphPainter1#getBoundedPosition(javax.swing.text.GlyphView int float float),12
javax.swing.text.GlyphPainter1#sync(javax.swing.text.GlyphView),9
javax.swing.text.GlyphPainter1#getJustificationData(javax.swing.text.GlyphView),9
javax.swing.text.GlyphPainter2#getPainter(javax.swing.text.GlyphView int int),3
javax.swing.text.GlyphPainter2#getSpan(javax.swing.text.GlyphView int int javax.swing.text.TabExpander float),18
javax.swing.text.GlyphPainter2#getHeight(javax.swing.text.GlyphView),3
javax.swing.text.GlyphPainter2#getAscent(javax.swing.text.GlyphView),3
javax.swing.text.GlyphPainter2#getDescent(javax.swing.text.GlyphView),3
javax.swing.text.GlyphPainter2#paint(javax.swing.text.GlyphView java.awt.Graphics java.awt.Shape int int),22
javax.swing.text.GlyphPainter2#modelToView(javax.swing.text.GlyphView int Position.Bias java.awt.Shape),13
javax.swing.text.GlyphPainter2#viewToModel(javax.swing.text.GlyphView float float java.awt.Shape Position.Bias[]),11
javax.swing.text.GlyphPainter2#getBoundedPosition(javax.swing.text.GlyphView int float float),13
javax.swing.text.GlyphPainter2#getNextVisualPositionFrom(javax.swing.text.GlyphView int Position.Bias java.awt.Shape int Position.Bias[]),146
javax.swing.text.GlyphView#clone(),9
javax.swing.text.GlyphView#getGlyphPainter(),3
javax.swing.text.GlyphView#setGlyphPainter(unknown.GlyphPainter),3
javax.swing.text.GlyphView#getText(int int),13
javax.swing.text.GlyphView#getBackground(),10
javax.swing.text.GlyphView#getForeground(),12
javax.swing.text.GlyphView#getFont(),12
javax.swing.text.GlyphView#isUnderline(),4
javax.swing.text.GlyphView#isStrikeThrough(),4
javax.swing.text.GlyphView#isSubscript(),4
javax.swing.text.GlyphView#isSuperscript(),4
javax.swing.text.GlyphView#getTabExpander(),3
javax.swing.text.GlyphView#checkPainter(),26
javax.swing.text.GlyphView#getTabbedSpan(float javax.swing.text.TabExpander),18
javax.swing.text.GlyphView#getPartialSpan(int int),5
javax.swing.text.GlyphView#getStartOffset(),4
javax.swing.text.GlyphView#getEndOffset(),4
javax.swing.text.GlyphView#initSelections(int int),8
javax.swing.text.GlyphView#paint(java.awt.Graphics java.awt.Shape),109
javax.swing.text.GlyphView#paintTextUsingColor(java.awt.Graphics java.awt.Shape java.awt.Color int int),42
javax.swing.text.GlyphView#getPreferredSpan(int),23
javax.swing.text.GlyphView#getAlignment(int),20
javax.swing.text.GlyphView#modelToView(int java.awt.Shape Position.Bias),4
javax.swing.text.GlyphView#viewToModel(float float java.awt.Shape Position.Bias[]),4
javax.swing.text.GlyphView#getBreakWeight(int float float),17
javax.swing.text.GlyphView#breakView(int int float float),20
javax.swing.text.GlyphView#getBreakSpot(int int),9
javax.swing.text.GlyphView#getBreakSpotUseWhitespace(int int),13
javax.swing.text.GlyphView#getBreakSpotUseBreakIterator(int int),64
javax.swing.text.GlyphView#createFragment(int int),10
javax.swing.text.GlyphView#getNextVisualPositionFrom(int Position.Bias java.awt.Shape int Position.Bias[]),7
javax.swing.text.GlyphView#insertUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),5
javax.swing.text.GlyphView#removeUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),5
javax.swing.text.GlyphView#changedUpdate(javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),4
javax.swing.text.GlyphView#syncCR(),6
javax.swing.text.GlyphView#getJustificationInfo(int),79
javax.swing.text.Highlighter#install(javax.swing.text.JTextComponent),1
javax.swing.text.Highlighter#deinstall(javax.swing.text.JTextComponent),1
javax.swing.text.Highlighter#paint(java.awt.Graphics),1
javax.swing.text.Highlighter#addHighlight(int int unknown.HighlightPainter),1
javax.swing.text.Highlighter#removeHighlight(java.lang.Object),1
javax.swing.text.Highlighter#removeAllHighlights(),1
javax.swing.text.Highlighter#changeHighlight(java.lang.Object int int),1
javax.swing.text.Highlighter#getHighlights(),1
javax.swing.text.IconView#paint(java.awt.Graphics java.awt.Shape),4
javax.swing.text.IconView#getPreferredSpan(int),10
javax.swing.text.IconView#getAlignment(int),8
javax.swing.text.IconView#modelToView(int java.awt.Shape Position.Bias),13
javax.swing.text.IconView#viewToModel(float float java.awt.Shape Position.Bias[]),9
javax.swing.text.InternationalFormatter#setFormat(java.text.Format),3
javax.swing.text.InternationalFormatter#getFormat(),3
javax.swing.text.InternationalFormatter#setMinimum(java.lang.Comparable),6
javax.swing.text.InternationalFormatter#getMinimum(),3
javax.swing.text.InternationalFormatter#setMaximum(java.lang.Comparable),6
javax.swing.text.InternationalFormatter#getMaximum(),3
javax.swing.text.InternationalFormatter#install(javax.swing.JFormattedTextField),6
javax.swing.text.InternationalFormatter#valueToString(java.lang.Object),11
javax.swing.text.InternationalFormatter#stringToValue(java.lang.String),19
javax.swing.text.InternationalFormatter#getFields(int),16
javax.swing.text.InternationalFormatter#clone(),10
javax.swing.text.InternationalFormatter#getActions(),7
javax.swing.text.InternationalFormatter#stringToValue(java.lang.String java.text.Format),6
javax.swing.text.InternationalFormatter#isValidValue(java.lang.Object boolean),27
javax.swing.text.InternationalFormatter#getAttributes(int),11
javax.swing.text.InternationalFormatter#getAttributeStart(AttributedCharacterIterator.Attribute),14
javax.swing.text.InternationalFormatter#getIterator(),3
javax.swing.text.InternationalFormatter#updateMaskIfNecessary(),14
javax.swing.text.InternationalFormatter#updateMask(),26
javax.swing.text.InternationalFormatter#getLiteralCountTo(int),10
javax.swing.text.InternationalFormatter#isLiteral(int),6
javax.swing.text.InternationalFormatter#getLiteral(int),6
javax.swing.text.InternationalFormatter#isNavigatable(int),3
javax.swing.text.InternationalFormatter#updateValue(java.lang.Object),4
javax.swing.text.InternationalFormatter#replace(DocumentFilter.FilterBypass int int java.lang.String javax.swing.text.AttributeSet),9
javax.swing.text.InternationalFormatter#getNextNonliteralIndex(int int),13
javax.swing.text.InternationalFormatter#canReplace(unknown.ReplaceHolder),84
javax.swing.text.InternationalFormatter#replace(unknown.ReplaceHolder),38
javax.swing.text.InternationalFormatter#repositionCursor(int int int),14
javax.swing.text.InternationalFormatter#getBufferedChar(int),8
javax.swing.text.InternationalFormatter#isValidMask(),3
javax.swing.text.InternationalFormatter#isLiteral(java.util.Map),3
javax.swing.text.InternationalFormatter#updateMask(java.text.AttributedCharacterIterator),36
